"";"EXT1";"EXT2";"EXT3";"EXT4";"EXT5";"EXT6";"EXT7";"EXT8";"EXT9";"EXT10";"EST1";"EST2";"EST3";"EST4";"EST5";"EST6";"EST7";"EST8";"EST9";"EST10";"AGR1";"AGR2";"AGR3";"AGR4";"AGR5";"AGR6";"AGR7";"AGR8";"AGR9";"AGR10";"CSN1";"CSN2";"CSN3";"CSN4";"CSN5";"CSN6";"CSN7";"CSN8";"CSN9";"CSN10";"OPN1";"OPN2";"OPN3";"OPN4";"OPN5";"OPN6";"OPN7";"OPN8";"OPN9";"OPN10"
"756";"2";"2";"5";"1";"5";"1";"5";"2";"4";"1";"3";"3";"4";"2";"4";"3";"1";"1";"2";"2";"1";"5";"1";"5";"1";"5";"1";"4";"5";"4";"4";"2";"4";"3";"3";"1";"4";"1";"3";"4";"2";"3";"4";"3";"3";"2";"3";"3";"4";"3"
"757";"5";"1";"5";"2";"5";"1";"4";"1";"5";"1";"2";"4";"2";"4";"2";"2";"3";"3";"1";"2";"2";"4";"3";"4";"2";"4";"1";"3";"4";"4";"3";"4";"4";"3";"1";"4";"3";"2";"4";"5";"4";"1";"5";"1";"4";"2";"4";"3";"4";"5"
"758";"5";"2";"5";"2";"5";"1";"5";"2";"4";"1";"1";"1";"5";"4";"1";"1";"1";"1";"1";"1";"4";"5";"1";"4";"2";"5";"1";"4";"5";"5";"4";"2";"5";"1";"3";"1";"4";"2";"3";"4";"4";"3";"4";"2";"4";"2";"4";"3";"5";"4"
"759";"3";"3";"3";"3";"3";"2";"2";"1";"2";"3";"4";"4";"5";"2";"5";"4";"4";"3";"3";"3";"1";"4";"1";"5";"2";"5";"2";"4";"5";"5";"4";"5";"5";"2";"3";"4";"5";"1";"3";"5";"4";"1";"4";"1";"5";"2";"5";"3";"5";"4"
"760";"5";"5";"3";"1";"1";"1";"1";"3";"3";"5";"5";"3";"5";"3";"3";"3";"3";"5";"3";"1";"5";"3";"1";"3";"3";"3";"1";"3";"3";"5";"5";"3";"3";"3";"3";"3";"3";"1";"3";"3";"3";"3";"3";"3";"3";"1";"3";"1";"3";"3"
"761";"1";"5";"4";"5";"1";"2";"2";"4";"1";"5";"5";"1";"5";"1";"3";"5";"4";"4";"2";"5";"2";"4";"4";"3";"2";"4";"2";"4";"2";"2";"4";"3";"5";"4";"2";"2";"5";"4";"1";"4";"2";"2";"4";"2";"3";"3";"4";"2";"4";"3"
"762";"4";"1";"4";"2";"4";"1";"4";"3";"4";"3";"4";"3";"4";"2";"2";"3";"2";"2";"4";"2";"1";"4";"4";"4";"1";"2";"2";"4";"4";"4";"3";"4";"4";"3";"1";"4";"3";"4";"2";"3";"5";"2";"3";"1";"4";"2";"5";"4";"2";"3"
"763";"3";"2";"4";"2";"4";"2";"4";"5";"2";"1";"2";"3";"2";"4";"3";"2";"2";"2";"4";"1";"1";"5";"2";"4";"0";"4";"1";"4";"4";"5";"3";"2";"4";"2";"4";"2";"4";"1";"3";"4";"3";"3";"4";"2";"4";"2";"3";"3";"5";"5"
"764";"4";"2";"5";"1";"5";"2";"5";"3";"4";"2";"3";"4";"4";"4";"3";"3";"3";"3";"3";"2";"1";"5";"3";"5";"2";"5";"1";"5";"5";"5";"4";"2";"4";"1";"4";"2";"5";"2";"4";"2";"3";"1";"2";"1";"4";"4";"4";"2";"4";"4"
"765";"2";"3";"3";"4";"3";"2";"2";"4";"2";"4";"2";"4";"3";"4";"4";"2";"3";"2";"3";"2";"2";"3";"4";"4";"4";"4";"2";"4";"3";"4";"2";"4";"4";"2";"2";"4";"4";"2";"2";"4";"4";"2";"2";"2";"4";"2";"4";"3";"2";"4"
"766";"1";"4";"4";"2";"4";"2";"2";"3";"4";"3";"4";"3";"4";"3";"4";"1";"2";"1";"3";"2";"3";"4";"4";"4";"1";"3";"3";"4";"4";"4";"5";"2";"4";"1";"2";"2";"5";"3";"5";"3";"3";"2";"4";"2";"4";"1";"4";"2";"2";"4"
"767";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3"
"768";"5";"2";"4";"2";"4";"2";"5";"2";"4";"2";"3";"3";"2";"2";"2";"2";"4";"3";"2";"2";"4";"2";"3";"2";"4";"4";"3";"4";"3";"4";"2";"5";"4";"4";"1";"4";"3";"3";"2";"4";"5";"2";"5";"3";"5";"2";"4";"4";"2";"4"
"769";"2";"1";"5";"4";"5";"1";"5";"4";"4";"5";"4";"4";"2";"5";"4";"1";"1";"1";"1";"2";"4";"5";"4";"2";"3";"1";"1";"2";"2";"2";"5";"1";"4";"1";"5";"1";"5";"1";"5";"5";"4";"5";"4";"5";"5";"1";"5";"1";"4";"5"
"770";"4";"3";"5";"1";"5";"1";"4";"1";"5";"4";"1";"4";"1";"5";"1";"1";"3";"2";"4";"1";"4";"2";"4";"1";"5";"1";"4";"1";"1";"4";"5";"2";"5";"1";"5";"1";"5";"1";"5";"5";"2";"3";"3";"4";"5";"2";"4";"2";"1";"5"
"771";"4";"1";"5";"1";"4";"0";"4";"3";"4";"1";"0";"5";"2";"4";"2";"4";"4";"3";"3";"2";"2";"5";"1";"5";"1";"1";"2";"4";"4";"4";"3";"4";"5";"0";"2";"5";"2";"2";"2";"3";"2";"1";"5";"1";"4";"1";"4";"1";"4";"5"
"772";"3";"1";"4";"5";"5";"3";"2";"4";"2";"5";"5";"4";"5";"1";"4";"5";"5";"4";"5";"3";"4";"5";"1";"5";"1";"5";"2";"5";"5";"5";"4";"4";"5";"4";"4";"4";"5";"4";"5";"4";"3";"5";"5";"1";"4";"4";"5";"2";"5";"3"
"773";"2";"3";"4";"4";"2";"2";"2";"3";"4";"4";"3";"4";"4";"2";"2";"4";"3";"2";"4";"2";"2";"4";"3";"4";"2";"4";"2";"3";"4";"3";"2";"4";"4";"4";"1";"4";"4";"4";"3";"3";"3";"4";"3";"4";"3";"3";"3";"2";"4";"4"
"774";"3";"1";"5";"2";"5";"1";"5";"2";"4";"1";"4";"3";"4";"3";"4";"2";"3";"2";"4";"4";"1";"4";"2";"1";"1";"4";"1";"5";"4";"5";"4";"4";"2";"1";"4";"2";"3";"3";"4";"5";"4";"3";"2";"2";"5";"4";"3";"4";"5";"4"
"775";"2";"3";"3";"3";"4";"2";"3";"4";"5";"2";"3";"1";"4";"3";"3";"3";"3";"1";"3";"1";"1";"3";"1";"5";"3";"4";"3";"3";"3";"3";"5";"5";"4";"5";"1";"4";"4";"1";"5";"5";"4";"1";"2";"1";"4";"3";"5";"2";"5";"3"
"776";"2";"4";"4";"3";"3";"3";"2";"5";"3";"5";"2";"5";"1";"2";"3";"2";"5";"4";"2";"2";"3";"4";"1";"5";"2";"5";"2";"4";"4";"4";"4";"1";"4";"2";"2";"3";"5";"3";"3";"4";"5";"1";"3";"1";"3";"2";"4";"5";"4";"4"
"777";"3";"2";"4";"2";"4";"1";"4";"2";"5";"3";"3";"2";"4";"5";"3";"2";"3";"4";"3";"5";"2";"3";"1";"4";"3";"3";"3";"4";"4";"3";"4";"1";"5";"1";"5";"1";"5";"2";"4";"5";"5";"1";"3";"2";"5";"3";"5";"3";"5";"4"
"778";"3";"1";"4";"2";"2";"2";"5";"4";"2";"4";"1";"4";"2";"4";"4";"3";"1";"1";"4";"1";"2";"5";"1";"4";"4";"4";"2";"4";"4";"4";"4";"3";"4";"1";"2";"2";"0";"2";"4";"4";"2";"1";"4";"1";"4";"2";"5";"4";"3";"4"
"779";"3";"4";"2";"3";"2";"2";"1";"5";"1";"5";"5";"2";"1";"3";"5";"3";"1";"1";"4";"1";"2";"3";"1";"4";"3";"4";"3";"2";"5";"2";"5";"1";"5";"1";"5";"1";"5";"1";"5";"5";"5";"5";"2";"5";"3";"4";"5";"5";"4";"2"
"780";"1";"1";"2";"4";"4";"1";"3";"4";"4";"4";"5";"1";"5";"1";"5";"5";"5";"5";"4";"4";"1";"3";"1";"5";"2";"5";"2";"2";"5";"4";"5";"1";"5";"1";"5";"1";"5";"2";"5";"5";"5";"2";"5";"2";"4";"1";"4";"5";"5";"2"
"781";"1";"4";"3";"3";"3";"3";"2";"2";"1";"4";"4";"3";"5";"3";"3";"4";"2";"2";"5";"4";"3";"4";"3";"4";"3";"2";"2";"0";"3";"4";"2";"5";"3";"3";"2";"4";"5";"3";"1";"2";"1";"2";"5";"2";"4";"1";"1";"1";"4";"5"
"782";"4";"1";"5";"1";"5";"1";"5";"1";"5";"1";"3";"3";"5";"2";"5";"3";"3";"4";"3";"4";"1";"5";"4";"5";"1";"4";"1";"5";"5";"5";"3";"5";"3";"4";"1";"5";"4";"4";"4";"4";"5";"3";"5";"2";"5";"1";"5";"5";"1";"5"
"783";"2";"1";"2";"3";"1";"2";"1";"4";"4";"5";"5";"3";"5";"3";"3";"4";"4";"2";"4";"3";"2";"4";"3";"4";"4";"5";"2";"5";"4";"4";"4";"1";"2";"2";"5";"1";"4";"2";"5";"2";"5";"4";"2";"3";"4";"5";"5";"5";"3";"4"
"784";"1";"4";"4";"4";"2";"4";"1";"5";"2";"4";"2";"4";"3";"4";"1";"1";"2";"2";"2";"2";"1";"4";"1";"5";"1";"4";"1";"5";"5";"5";"5";"2";"5";"1";"5";"1";"4";"1";"4";"5";"3";"1";"5";"1";"3";"1";"5";"2";"5";"3"
"785";"3";"3";"5";"3";"3";"3";"2";"4";"4";"4";"3";"3";"3";"1";"2";"3";"3";"0";"3";"4";"2";"3";"1";"5";"2";"3";"5";"3";"4";"5";"4";"5";"4";"3";"3";"4";"5";"4";"4";"3";"3";"3";"4";"3";"3";"2";"3";"2";"3";"2"
"786";"4";"2";"3";"2";"4";"2";"3";"2";"4";"3";"5";"2";"4";"1";"4";"5";"4";"4";"5";"5";"1";"4";"2";"5";"1";"5";"2";"4";"4";"3";"4";"1";"5";"3";"3";"2";"4";"2";"3";"3";"4";"2";"4";"2";"4";"2";"5";"4";"2";"5"
"787";"1";"5";"1";"5";"1";"3";"1";"5";"1";"5";"5";"1";"5";"0";"5";"5";"4";"4";"5";"5";"2";"3";"1";"3";"4";"5";"3";"4";"4";"4";"1";"4";"4";"2";"4";"3";"4";"2";"4";"4";"4";"2";"4";"2";"2";"2";"3";"3";"4";"2"
"788";"3";"4";"5";"1";"4";"2";"4";"2";"5";"1";"2";"4";"4";"4";"2";"3";"2";"2";"2";"2";"4";"3";"1";"3";"3";"1";"2";"3";"3";"4";"4";"4";"5";"1";"4";"5";"5";"1";"5";"5";"4";"1";"5";"5";"5";"1";"5";"4";"4";"5"
"789";"3";"3";"4";"2";"5";"2";"5";"4";"3";"1";"2";"3";"2";"1";"4";"5";"1";"1";"5";"1";"4";"4";"4";"4";"4";"2";"3";"5";"1";"5";"5";"4";"3";"5";"1";"2";"3";"5";"3";"5";"1";"5";"2";"5";"4";"3";"5";"1";"1";"4"
"790";"2";"4";"3";"4";"3";"4";"3";"3";"4";"3";"4";"4";"4";"2";"2";"3";"2";"2";"3";"3";"1";"4";"1";"4";"2";"4";"2";"4";"4";"5";"4";"2";"2";"2";"4";"2";"4";"2";"4";"4";"2";"2";"4";"2";"4";"2";"4";"2";"4";"3"
"791";"3";"3";"4";"2";"4";"3";"4";"3";"3";"2";"3";"3";"3";"3";"1";"3";"3";"2";"4";"3";"4";"4";"2";"4";"2";"4";"2";"4";"2";"4";"4";"5";"3";"2";"3";"3";"3";"2";"3";"4";"2";"2";"2";"2";"2";"3";"3";"2";"4";"4"
"792";"3";"3";"5";"2";"4";"1";"5";"4";"5";"3";"4";"4";"4";"2";"2";"1";"3";"4";"4";"3";"1";"5";"1";"4";"2";"4";"1";"4";"5";"4";"4";"4";"4";"3";"2";"4";"4";"3";"4";"4";"3";"3";"5";"1";"4";"1";"4";"3";"5";"5"
"793";"1";"3";"2";"4";"1";"3";"2";"4";"3";"5";"5";"3";"4";"1";"4";"5";"4";"4";"5";"4";"4";"3";"5";"4";"4";"4";"4";"2";"2";"2";"4";"4";"3";"4";"4";"2";"4";"2";"4";"4";"4";"2";"4";"2";"3";"2";"2";"5";"5";"2"
"794";"3";"2";"3";"2";"4";"2";"3";"4";"3";"3";"3";"3";"4";"2";"2";"2";"3";"2";"2";"2";"1";"4";"1";"4";"2";"4";"3";"4";"4";"4";"3";"1";"5";"1";"4";"2";"4";"2";"4";"4";"4";"2";"4";"2";"4";"2";"4";"4";"4";"4"
"795";"1";"1";"3";"4";"5";"1";"1";"4";"1";"4";"5";"3";"5";"5";"5";"5";"5";"5";"5";"5";"5";"4";"3";"5";"1";"5";"1";"5";"5";"5";"2";"1";"4";"2";"1";"4";"1";"1";"1";"1";"2";"4";"2";"2";"5";"3";"2";"1";"4";"4"
"796";"3";"3";"3";"2";"3";"2";"3";"3";"3";"3";"2";"4";"4";"2";"3";"2";"4";"2";"2";"2";"1";"5";"1";"4";"2";"5";"2";"4";"3";"3";"3";"2";"4";"3";"2";"2";"3";"3";"2";"3";"2";"2";"4";"2";"3";"2";"3";"2";"4";"3"
"797";"3";"4";"4";"3";"2";"4";"2";"4";"3";"5";"1";"4";"4";"4";"1";"1";"3";"3";"2";"2";"2";"3";"4";"4";"2";"3";"3";"4";"3";"3";"3";"1";"4";"3";"3";"2";"4";"4";"2";"4";"3";"3";"5";"3";"2";"3";"3";"4";"3";"2"
"798";"3";"4";"2";"4";"1";"4";"2";"4";"1";"4";"4";"4";"4";"3";"4";"2";"2";"2";"2";"0";"3";"2";"4";"2";"4";"1";"5";"4";"2";"2";"4";"1";"4";"2";"4";"4";"4";"3";"4";"3";"3";"2";"4";"2";"2";"4";"2";"4";"4";"4"
"799";"3";"2";"1";"4";"4";"5";"4";"5";"3";"3";"1";"5";"5";"3";"3";"2";"2";"2";"2";"2";"2";"4";"4";"4";"5";"5";"3";"4";"4";"2";"2";"4";"3";"4";"1";"4";"2";"1";"1";"2";"3";"2";"5";"3";"4";"1";"4";"3";"4";"4"
"800";"1";"4";"2";"5";"1";"5";"1";"5";"1";"5";"4";"2";"4";"3";"4";"3";"5";"4";"5";"3";"1";"3";"1";"4";"2";"3";"2";"4";"4";"1";"5";"2";"5";"3";"2";"4";"4";"1";"4";"3";"4";"3";"4";"1";"3";"1";"4";"4";"5";"4"
"801";"3";"3";"3";"4";"3";"2";"4";"3";"4";"4";"4";"3";"4";"2";"3";"3";"3";"4";"4";"4";"3";"5";"2";"4";"3";"3";"3";"3";"4";"4";"3";"4";"4";"3";"3";"3";"4";"3";"3";"4";"3";"3";"3";"2";"3";"3";"3";"3";"4";"4"
"802";"5";"1";"5";"1";"5";"2";"5";"3";"3";"1";"3";"2";"5";"5";"5";"4";"5";"4";"2";"4";"5";"5";"1";"5";"1";"5";"2";"5";"5";"5";"1";"5";"4";"5";"1";"5";"2";"5";"3";"4";"5";"1";"5";"1";"4";"1";"5";"5";"5";"5"
"803";"4";"1";"5";"2";"0";"1";"4";"4";"3";"2";"3";"1";"5";"3";"5";"5";"2";"2";"3";"2";"1";"5";"2";"4";"2";"5";"1";"3";"4";"3";"4";"0";"4";"1";"3";"1";"5";"3";"2";"4";"2";"2";"3";"2";"3";"3";"4";"3";"4";"4"
"804";"4";"3";"2";"3";"4";"3";"4";"4";"4";"4";"4";"5";"4";"3";"4";"3";"3";"3";"3";"4";"5";"4";"2";"4";"4";"3";"3";"3";"4";"4";"3";"4";"5";"2";"3";"2";"5";"3";"3";"4";"4";"2";"4";"2";"5";"2";"4";"4";"5";"5"
"805";"4";"5";"3";"3";"3";"5";"4";"4";"4";"4";"5";"4";"4";"3";"4";"4";"5";"5";"4";"2";"5";"2";"3";"3";"2";"4";"4";"2";"1";"3";"3";"1";"5";"2";"3";"2";"4";"3";"4";"4";"4";"1";"4";"1";"5";"1";"4";"3";"5";"5"
"806";"3";"4";"3";"2";"2";"4";"2";"2";"4";"4";"2";"4";"1";"4";"2";"1";"1";"1";"2";"2";"2";"3";"2";"3";"2";"2";"4";"2";"1";"4";"4";"2";"3";"1";"4";"1";"4";"1";"4";"5";"4";"1";"3";"2";"3";"3";"5";"5";"2";"4"
"807";"1";"3";"5";"2";"2";"3";"5";"3";"3";"5";"2";"3";"3";"0";"4";"4";"5";"2";"1";"1";"3";"4";"1";"4";"5";"5";"3";"4";"3";"3";"2";"3";"5";"1";"3";"4";"4";"2";"3";"5";"2";"3";"2";"4";"4";"1";"5";"5";"4";"5"
"808";"1";"3";"2";"4";"3";"4";"1";"5";"1";"5";"5";"2";"5";"1";"5";"5";"5";"4";"5";"5";"1";"5";"1";"4";"1";"5";"1";"5";"5";"4";"2";"5";"4";"5";"2";"4";"5";"4";"2";"4";"4";"3";"5";"1";"3";"2";"3";"2";"5";"2"
"809";"2";"2";"2";"3";"4";"1";"3";"3";"4";"4";"2";"0";"2";"3";"4";"2";"4";"3";"2";"3";"4";"4";"2";"2";"3";"2";"3";"2";"3";"4";"3";"4";"1";"2";"2";"3";"4";"4";"2";"5";"5";"2";"4";"2";"5";"1";"4";"4";"5";"5"
"810";"2";"5";"1";"5";"1";"3";"1";"5";"1";"5";"5";"3";"4";"4";"2";"4";"4";"3";"4";"5";"1";"4";"3";"5";"3";"3";"3";"4";"4";"4";"3";"3";"4";"5";"4";"2";"3";"3";"4";"3";"3";"2";"4";"2";"3";"3";"3";"3";"5";"4"
"811";"1";"1";"4";"4";"4";"1";"5";"4";"2";"2";"4";"4";"4";"4";"4";"4";"4";"4";"5";"1";"1";"5";"1";"5";"1";"5";"1";"4";"5";"4";"2";"2";"4";"3";"4";"2";"3";"3";"2";"3";"2";"3";"4";"2";"4";"4";"3";"2";"2";"4"
"812";"3";"3";"4";"4";"4";"2";"4";"2";"3";"2";"2";"4";"2";"3";"2";"2";"2";"2";"3";"2";"1";"5";"3";"5";"1";"4";"1";"5";"5";"5";"4";"1";"5";"2";"3";"2";"4";"1";"4";"4";"0";"2";"3";"2";"4";"2";"5";"4";"4";"5"
"813";"2";"4";"4";"3";"4";"2";"4";"2";"4";"2";"4";"4";"4";"3";"4";"3";"2";"1";"4";"1";"1";"5";"1";"4";"1";"5";"1";"5";"4";"4";"4";"4";"4";"3";"0";"2";"4";"2";"4";"4";"2";"4";"3";"4";"4";"2";"2";"1";"5";"4"
"814";"3";"2";"4";"4";"4";"2";"4";"4";"3";"3";"4";"4";"2";"2";"3";"1";"2";"2";"2";"2";"2";"5";"2";"4";"2";"2";"3";"3";"4";"3";"5";"2";"3";"1";"3";"0";"5";"2";"4";"4";"3";"4";"2";"3";"3";"2";"3";"4";"2";"2"
"815";"3";"2";"5";"1";"4";"2";"3";"3";"4";"3";"5";"2";"5";"1";"3";"4";"4";"2";"4";"1";"5";"5";"1";"4";"1";"5";"2";"5";"2";"5";"1";"2";"5";"1";"2";"5";"2";"2";"1";"3";"2";"4";"3";"5";"3";"3";"3";"1";"2";"3"
"816";"3";"4";"3";"4";"2";"4";"3";"5";"2";"4";"5";"2";"5";"3";"5";"5";"5";"4";"5";"3";"1";"5";"2";"4";"1";"4";"2";"5";"5";"4";"4";"1";"5";"2";"5";"2";"5";"2";"5";"5";"4";"3";"3";"3";"4";"4";"5";"4";"5";"3"
"817";"5";"0";"5";"4";"5";"1";"5";"4";"4";"3";"4";"4";"5";"3";"4";"2";"5";"5";"5";"3";"3";"5";"2";"3";"3";"2";"1";"2";"3";"3";"0";"4";"4";"1";"4";"1";"2";"2";"2";"4";"3";"3";"5";"5";"5";"0";"5";"3";"4";"5"
"818";"1";"4";"4";"4";"3";"4";"4";"5";"2";"4";"3";"3";"4";"2";"3";"2";"3";"2";"3";"2";"2";"4";"2";"4";"2";"4";"2";"4";"3";"2";"4";"4";"3";"4";"2";"4";"3";"2";"3";"4";"2";"1";"3";"1";"5";"2";"4";"2";"4";"5"
"819";"4";"2";"2";"3";"5";"2";"4";"5";"1";"5";"5";"2";"5";"2";"4";"3";"2";"2";"4";"2";"5";"5";"2";"5";"1";"4";"2";"5";"5";"4";"5";"1";"5";"2";"5";"1";"5";"3";"5";"4";"4";"3";"4";"2";"3";"2";"4";"3";"5";"3"
"820";"4";"1";"4";"1";"5";"1";"5";"2";"5";"1";"4";"5";"3";"4";"3";"3";"4";"5";"4";"1";"1";"5";"4";"5";"1";"3";"1";"5";"5";"3";"2";"3";"3";"4";"1";"3";"3";"5";"1";"1";"4";"2";"4";"1";"4";"1";"4";"5";"3";"4"
"821";"3";"5";"5";"3";"2";"4";"2";"5";"2";"5";"5";"4";"3";"3";"3";"5";"4";"5";"4";"3";"4";"3";"4";"4";"3";"4";"3";"4";"5";"4";"3";"4";"4";"3";"3";"4";"2";"3";"4";"4";"3";"4";"4";"3";"4";"5";"3";"2";"3";"4"
"822";"0";"2";"5";"4";"5";"1";"5";"4";"4";"2";"4";"1";"5";"4";"4";"4";"4";"4";"2";"4";"4";"4";"1";"5";"2";"4";"2";"4";"5";"5";"4";"4";"4";"2";"4";"4";"4";"4";"4";"4";"2";"2";"2";"4";"2";"4";"3";"2";"4";"2"
"823";"4";"2";"1";"2";"4";"1";"4";"5";"5";"3";"2";"3";"4";"2";"3";"3";"3";"2";"2";"1";"1";"5";"2";"5";"1";"5";"1";"5";"5";"5";"3";"4";"4";"5";"2";"5";"2";"2";"2";"3";"4";"1";"5";"2";"4";"1";"5";"3";"3";"5"
"824";"1";"5";"3";"5";"1";"3";"1";"3";"2";"5";"2";"4";"2";"2";"2";"2";"2";"2";"3";"2";"3";"3";"4";"4";"3";"4";"3";"4";"1";"4";"2";"5";"2";"4";"2";"5";"2";"2";"2";"4";"5";"1";"5";"1";"5";"1";"5";"5";"5";"5"
"825";"2";"5";"1";"3";"1";"3";"1";"5";"1";"5";"3";"3";"4";"3";"3";"3";"3";"3";"3";"4";"3";"2";"3";"2";"5";"2";"5";"3";"2";"2";"5";"5";"4";"5";"5";"5";"4";"3";"5";"5";"5";"2";"5";"2";"5";"1";"5";"3";"5";"4"
"826";"1";"5";"1";"5";"1";"5";"1";"5";"1";"5";"5";"2";"5";"3";"3";"5";"3";"0";"5";"3";"2";"3";"1";"5";"5";"5";"5";"4";"4";"4";"3";"1";"3";"1";"5";"1";"5";"1";"4";"4";"2";"5";"3";"3";"2";"3";"3";"3";"5";"1"
"827";"3";"3";"3";"3";"4";"3";"4";"2";"4";"3";"4";"4";"5";"2";"4";"3";"5";"4";"4";"4";"2";"4";"2";"4";"2";"5";"2";"4";"4";"5";"3";"4";"4";"3";"2";"1";"4";"2";"3";"4";"4";"3";"5";"1";"3";"1";"2";"4";"5";"4"
"828";"3";"3";"4";"3";"3";"3";"3";"4";"3";"3";"3";"3";"4";"3";"3";"2";"2";"2";"2";"2";"2";"4";"1";"4";"2";"5";"2";"4";"4";"3";"4";"2";"4";"2";"3";"2";"4";"3";"4";"3";"4";"2";"3";"2";"4";"2";"3";"2";"3";"4"
"829";"1";"4";"3";"4";"3";"2";"1";"5";"1";"5";"5";"3";"3";"3";"1";"3";"1";"1";"2";"2";"5";"3";"1";"5";"1";"5";"3";"5";"5";"5";"5";"1";"5";"1";"3";"1";"5";"1";"3";"3";"3";"2";"2";"4";"3";"1";"3";"1";"4";"2"
"830";"2";"4";"3";"3";"3";"2";"1";"3";"4";"3";"2";"3";"5";"2";"2";"3";"4";"2";"4";"2";"2";"5";"4";"4";"3";"1";"2";"4";"4";"3";"3";"2";"5";"3";"2";"3";"4";"2";"2";"5";"5";"1";"4";"1";"4";"2";"4";"5";"3";"3"
"831";"1";"4";"4";"4";"3";"5";"1";"4";"4";"4";"4";"3";"4";"2";"4";"4";"4";"3";"5";"5";"4";"3";"4";"3";"5";"4";"3";"4";"4";"5";"4";"3";"4";"3";"5";"3";"4";"4";"3";"5";"5";"4";"5";"4";"5";"1";"4";"5";"5";"5"
"832";"1";"3";"4";"3";"4";"2";"3";"3";"3";"4";"4";"2";"4";"3";"2";"2";"2";"3";"3";"2";"1";"5";"1";"4";"2";"4";"2";"4";"4";"5";"4";"3";"3";"2";"2";"3";"4";"1";"4";"4";"5";"1";"4";"1";"5";"1";"5";"4";"4";"5"
"833";"5";"1";"3";"2";"4";"1";"4";"1";"5";"3";"4";"3";"5";"3";"1";"4";"4";"3";"4";"2";"5";"4";"3";"4";"2";"5";"1";"4";"5";"4";"3";"4";"4";"1";"1";"4";"3";"3";"3";"3";"5";"2";"4";"1";"3";"1";"4";"4";"4";"4"
"834";"1";"3";"1";"4";"2";"3";"1";"5";"1";"5";"4";"3";"4";"2";"3";"5";"4";"4";"5";"1";"3";"5";"3";"3";"4";"5";"4";"4";"3";"3";"1";"5";"3";"5";"1";"5";"3";"1";"1";"2";"3";"3";"4";"3";"4";"3";"3";"3";"4";"3"
"835";"3";"1";"4";"2";"4";"1";"3";"3";"2";"1";"2";"4";"3";"3";"2";"2";"2";"2";"2";"3";"1";"5";"1";"5";"1";"5";"1";"4";"4";"5";"4";"1";"5";"1";"2";"1";"3";"2";"4";"5";"5";"1";"4";"1";"4";"2";"5";"2";"5";"4"
"836";"4";"1";"4";"2";"4";"1";"4";"1";"4";"3";"2";"4";"4";"1";"2";"3";"3";"2";"3";"3";"1";"5";"4";"4";"2";"4";"2";"4";"4";"4";"3";"2";"3";"2";"1";"4";"3";"2";"2";"4";"5";"1";"5";"1";"4";"1";"4";"5";"5";"5"
"837";"1";"3";"3";"4";"3";"3";"2";"5";"2";"5";"2";"3";"4";"4";"2";"1";"1";"1";"1";"2";"1";"4";"1";"5";"2";"5";"3";"4";"4";"3";"2";"2";"4";"2";"2";"2";"4";"3";"3";"3";"4";"2";"4";"3";"3";"4";"4";"4";"5";"3"
"838";"4";"3";"1";"3";"5";"1";"1";"3";"5";"5";"5";"2";"5";"1";"5";"1";"5";"5";"5";"4";"5";"5";"5";"1";"2";"1";"3";"3";"1";"3";"2";"5";"5";"5";"1";"1";"5";"2";"1";"1";"5";"1";"5";"1";"5";"1";"5";"3";"5";"5"
"839";"4";"2";"5";"1";"5";"3";"4";"1";"4";"2";"4";"3";"4";"1";"3";"3";"3";"3";"3";"5";"2";"4";"1";"5";"2";"5";"4";"5";"5";"4";"2";"5";"1";"4";"1";"5";"3";"5";"3";"3";"4";"4";"4";"1";"3";"3";"3";"4";"5";"4"
"840";"2";"3";"3";"4";"3";"3";"2";"4";"2";"4";"3";"4";"3";"2";"2";"3";"3";"3";"2";"3";"1";"5";"2";"4";"2";"4";"2";"4";"4";"4";"4";"4";"4";"3";"3";"4";"3";"2";"4";"4";"4";"1";"4";"2";"3";"2";"3";"4";"4";"4"
"841";"1";"5";"2";"4";"2";"4";"2";"5";"2";"5";"4";"4";"5";"3";"2";"2";"3";"2";"4";"2";"2";"2";"2";"4";"4";"2";"3";"4";"2";"3";"4";"3";"5";"2";"2";"4";"5";"1";"4";"4";"5";"1";"5";"1";"4";"1";"5";"5";"4";"4"
"842";"5";"4";"4";"3";"2";"1";"5";"3";"5";"5";"3";"3";"4";"3";"1";"5";"5";"5";"5";"4";"3";"4";"5";"2";"3";"3";"4";"3";"3";"4";"2";"3";"3";"5";"1";"4";"3";"2";"2";"3";"1";"2";"5";"1";"5";"1";"3";"1";"5";"5"
"843";"4";"1";"4";"2";"5";"2";"0";"3";"4";"2";"1";"5";"3";"4";"4";"2";"4";"3";"4";"1";"2";"5";"3";"4";"2";"4";"2";"4";"5";"4";"0";"4";"4";"2";"1";"3";"4";"2";"4";"4";"5";"2";"4";"2";"4";"4";"5";"5";"3";"5"
"844";"2";"1";"4";"1";"4";"1";"3";"1";"5";"1";"1";"5";"1";"5";"1";"1";"2";"1";"3";"1";"2";"4";"4";"5";"2";"4";"2";"4";"4";"4";"4";"1";"4";"1";"4";"2";"4";"2";"4";"5";"3";"1";"3";"1";"4";"2";"5";"4";"4";"4"
