"";"EXT1";"EXT2";"EXT3";"EXT4";"EXT5";"EXT6";"EXT7";"EXT8";"EXT9";"EXT10";"EST1";"EST2";"EST3";"EST4";"EST5";"EST6";"EST7";"EST8";"EST9";"EST10";"AGR1";"AGR2";"AGR3";"AGR4";"AGR5";"AGR6";"AGR7";"AGR8";"AGR9";"AGR10";"CSN1";"CSN2";"CSN3";"CSN4";"CSN5";"CSN6";"CSN7";"CSN8";"CSN9";"CSN10";"OPN1";"OPN2";"OPN3";"OPN4";"OPN5";"OPN6";"OPN7";"OPN8";"OPN9";"OPN10"
"340";"2";"5";"4";"4";"3";"4";"2";"2";"2";"2";"3";"2";"4";"2";"3";"1";"2";"3";"3";"4";"3";"4";"1";"3";"4";"4";"2";"2";"5";"4";"2";"5";"2";"2";"2";"5";"3";"4";"2";"3";"4";"4";"5";"2";"2";"2";"3";"4";"4";"4"
"341";"1";"4";"3";"4";"2";"5";"3";"4";"2";"5";"2";"5";"3";"3";"2";"1";"4";"4";"4";"2";"5";"5";"2";"5";"1";"4";"1";"4";"4";"1";"3";"5";"3";"1";"2";"3";"3";"3";"2";"3";"4";"2";"4";"1";"3";"1";"3";"5";"5";"2"
"342";"2";"3";"2";"4";"2";"2";"1";"4";"1";"5";"3";"4";"4";"4";"2";"3";"5";"5";"4";"4";"1";"5";"3";"5";"1";"5";"1";"5";"5";"4";"4";"2";"4";"2";"1";"4";"4";"5";"2";"3";"3";"2";"5";"1";"4";"1";"5";"2";"5";"5"
"343";"2";"2";"4";"3";"5";"1";"3";"2";"3";"3";"3";"3";"4";"3";"3";"4";"2";"2";"4";"2";"1";"4";"2";"2";"3";"4";"2";"4";"2";"3";"5";"5";"4";"5";"2";"3";"3";"2";"4";"4";"4";"1";"5";"1";"5";"1";"5";"2";"5";"5"
"344";"4";"3";"5";"3";"3";"4";"4";"4";"4";"3";"3";"5";"4";"3";"3";"2";"2";"2";"2";"1";"2";"3";"1";"4";"0";"4";"2";"4";"3";"4";"4";"4";"4";"2";"3";"1";"4";"2";"5";"3";"3";"4";"4";"4";"4";"2";"2";"3";"3";"4"
"345";"3";"3";"4";"3";"3";"2";"4";"2";"4";"4";"3";"3";"3";"2";"4";"4";"5";"4";"4";"3";"3";"4";"1";"3";"2";"2";"2";"4";"2";"3";"2";"2";"4";"3";"2";"2";"4";"4";"3";"3";"5";"1";"5";"1";"4";"1";"5";"4";"5";"5"
"346";"4";"1";"5";"1";"5";"2";"5";"2";"5";"2";"3";"4";"4";"1";"2";"2";"3";"3";"2";"1";"4";"4";"2";"4";"2";"4";"1";"2";"4";"4";"4";"4";"4";"4";"2";"4";"5";"3";"2";"5";"3";"2";"4";"2";"4";"1";"4";"3";"5";"5"
"347";"3";"4";"3";"3";"2";"3";"2";"1";"2";"5";"4";"3";"4";"4";"3";"4";"4";"4";"4";"5";"1";"4";"1";"5";"2";"5";"1";"5";"5";"2";"3";"4";"5";"2";"3";"3";"4";"1";"4";"5";"3";"3";"4";"2";"4";"1";"3";"3";"3";"3"
"348";"5";"1";"5";"1";"5";"5";"5";"1";"1";"1";"2";"3";"2";"2";"2";"2";"2";"1";"1";"1";"2";"4";"3";"1";"3";"3";"2";"3";"3";"5";"4";"4";"5";"2";"3";"3";"4";"2";"3";"4";"4";"2";"5";"1";"5";"1";"4";"4";"4";"5"
"349";"5";"4";"4";"2";"4";"2";"4";"3";"4";"4";"3";"4";"3";"4";"3";"1";"1";"1";"4";"1";"3";"5";"4";"3";"3";"3";"3";"3";"4";"3";"5";"4";"4";"2";"4";"4";"4";"3";"4";"3";"4";"1";"4";"1";"4";"1";"4";"4";"4";"4"
"350";"5";"1";"3";"5";"5";"1";"1";"5";"5";"5";"5";"5";"5";"5";"5";"1";"5";"2";"5";"5";"3";"5";"1";"5";"1";"5";"2";"5";"5";"5";"1";"1";"5";"1";"5";"1";"5";"2";"5";"5";"2";"1";"5";"1";"5";"1";"4";"2";"5";"4"
"351";"4";"1";"4";"3";"3";"1";"4";"2";"3";"3";"4";"3";"4";"4";"2";"3";"5";"4";"2";"3";"5";"3";"3";"5";"1";"4";"3";"5";"5";"4";"3";"1";"2";"4";"5";"1";"5";"3";"5";"3";"2";"3";"4";"3";"3";"1";"2";"1";"4";"4"
"352";"1";"4";"2";"4";"3";"4";"2";"3";"2";"3";"3";"4";"4";"2";"3";"3";"3";"4";"4";"4";"2";"5";"4";"5";"2";"5";"2";"4";"4";"2";"4";"3";"5";"3";"3";"3";"4";"3";"3";"5";"3";"2";"3";"2";"4";"2";"4";"3";"5";"3"
"353";"3";"2";"5";"2";"4";"2";"4";"2";"5";"4";"4";"5";"4";"3";"3";"4";"4";"4";"5";"3";"5";"5";"2";"4";"2";"5";"3";"4";"5";"3";"3";"5";"3";"3";"3";"4";"4";"4";"3";"2";"1";"2";"3";"3";"3";"3";"5";"1";"3";"4"
"354";"1";"3";"3";"3";"2";"2";"2";"4";"2";"4";"4";"3";"3";"3";"3";"3";"2";"3";"2";"2";"1";"4";"1";"4";"3";"5";"2";"3";"5";"3";"5";"2";"5";"2";"4";"2";"5";"1";"4";"4";"4";"1";"5";"1";"4";"1";"3";"4";"5";"4"
"355";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"356";"2";"3";"4";"3";"4";"3";"4";"4";"2";"3";"4";"4";"4";"2";"4";"4";"4";"4";"4";"3";"1";"4";"3";"5";"1";"5";"1";"5";"5";"4";"3";"2";"4";"3";"3";"2";"5";"2";"4";"3";"4";"2";"5";"2";"3";"2";"3";"3";"5";"3"
"357";"1";"3";"4";"3";"3";"3";"3";"3";"4";"2";"3";"2";"5";"2";"3";"4";"4";"4";"2";"2";"4";"4";"2";"3";"3";"3";"2";"3";"4";"2";"3";"3";"0";"3";"2";"5";"2";"2";"4";"3";"3";"2";"5";"2";"3";"3";"4";"3";"2";"3"
"358";"3";"5";"2";"4";"3";"5";"2";"4";"2";"5";"3";"3";"5";"1";"3";"3";"4";"3";"3";"5";"1";"5";"1";"5";"1";"5";"1";"5";"5";"5";"4";"2";"5";"2";"3";"2";"4";"2";"4";"5";"3";"1";"4";"2";"4";"2";"4";"3";"5";"5"
"359";"5";"1";"5";"1";"4";"1";"4";"1";"5";"4";"1";"5";"5";"4";"2";"4";"4";"4";"1";"4";"0";"5";"5";"5";"1";"3";"1";"5";"5";"5";"1";"1";"2";"2";"1";"1";"3";"4";"1";"4";"4";"1";"5";"1";"2";"1";"5";"5";"2";"5"
"360";"2";"4";"2";"2";"4";"4";"2";"5";"2";"1";"2";"4";"2";"5";"4";"1";"2";"2";"4";"1";"2";"4";"2";"2";"3";"4";"4";"5";"4";"2";"4";"2";"5";"1";"4";"5";"4";"1";"1";"4";"4";"1";"5";"2";"5";"1";"5";"4";"5";"4"
"361";"4";"1";"5";"2";"4";"1";"3";"2";"4";"2";"3";"3";"4";"3";"3";"2";"3";"2";"2";"2";"1";"5";"1";"5";"1";"5";"2";"4";"5";"4";"4";"2";"4";"1";"4";"2";"0";"1";"4";"4";"4";"1";"4";"2";"4";"2";"4";"3";"3";"4"
"362";"3";"1";"4";"2";"4";"3";"3";"2";"4";"4";"4";"4";"4";"3";"3";"4";"3";"3";"4";"3";"2";"3";"2";"3";"2";"4";"3";"3";"3";"2";"3";"3";"3";"3";"4";"3";"3";"3";"4";"3";"2";"4";"4";"3";"4";"2";"4";"3";"3";"4"
"363";"3";"2";"5";"3";"3";"3";"3";"4";"4";"2";"2";"4";"4";"4";"5";"4";"4";"4";"3";"2";"3";"2";"5";"3";"4";"3";"3";"3";"4";"2";"3";"2";"4";"4";"5";"4";"4";"3";"3";"2";"2";"3";"4";"3";"4";"3";"4";"4";"2";"3"
"364";"3";"1";"4";"3";"4";"2";"3";"5";"2";"3";"1";"3";"5";"2";"4";"2";"4";"3";"4";"2";"2";"5";"3";"4";"2";"4";"2";"4";"4";"4";"4";"5";"3";"2";"4";"4";"4";"1";"4";"4";"5";"2";"5";"2";"5";"5";"4";"4";"5";"5"
"365";"1";"5";"2";"5";"1";"5";"1";"5";"1";"5";"4";"2";"4";"2";"4";"3";"5";"5";"4";"4";"1";"1";"2";"1";"5";"4";"5";"2";"5";"4";"5";"1";"4";"2";"2";"1";"5";"3";"4";"3";"1";"3";"2";"5";"4";"5";"5";"1";"2";"5"
"366";"3";"3";"3";"3";"4";"2";"3";"4";"2";"4";"5";"2";"5";"2";"3";"4";"4";"4";"4";"3";"1";"5";"2";"5";"2";"5";"2";"3";"4";"3";"3";"5";"4";"5";"2";"2";"5";"2";"4";"4";"3";"3";"2";"3";"3";"4";"4";"2";"2";"3"
"367";"2";"3";"3";"4";"3";"2";"3";"2";"3";"4";"4";"3";"5";"3";"5";"4";"4";"3";"4";"2";"1";"4";"3";"5";"1";"5";"2";"3";"5";"2";"3";"4";"3";"2";"4";"2";"4";"2";"4";"3";"3";"2";"3";"2";"4";"2";"4";"2";"5";"4"
"368";"4";"1";"5";"2";"5";"1";"5";"2";"5";"2";"4";"2";"5";"2";"3";"2";"4";"3";"1";"1";"1";"5";"1";"5";"1";"5";"1";"5";"5";"5";"4";"4";"4";"3";"2";"5";"5";"3";"5";"4";"3";"1";"5";"1";"4";"1";"4";"4";"5";"5"
"369";"1";"1";"3";"3";"3";"1";"1";"5";"1";"5";"3";"3";"5";"3";"4";"2";"5";"3";"2";"2";"1";"5";"1";"5";"1";"5";"3";"5";"5";"3";"3";"5";"3";"3";"5";"3";"3";"1";"4";"3";"5";"1";"5";"1";"5";"1";"3";"4";"5";"5"
"370";"5";"4";"3";"3";"5";"2";"5";"4";"3";"5";"4";"3";"5";"4";"3";"5";"5";"2";"2";"3";"3";"3";"1";"5";"4";"5";"3";"2";"4";"5";"3";"1";"5";"1";"4";"1";"2";"3";"5";"5";"3";"2";"4";"1";"5";"1";"5";"3";"3";"4"
"371";"1";"3";"3";"4";"2";"2";"2";"4";"4";"5";"3";"4";"4";"1";"3";"4";"4";"4";"4";"5";"1";"4";"1";"5";"2";"5";"1";"4";"5";"4";"3";"5";"4";"4";"2";"4";"3";"3";"3";"3";"4";"2";"4";"2";"3";"2";"4";"4";"5";"4"
"372";"3";"3";"3";"3";"3";"2";"3";"4";"2";"3";"4";"3";"4";"2";"3";"3";"4";"4";"2";"3";"1";"4";"3";"5";"2";"5";"2";"3";"5";"3";"2";"5";"3";"4";"1";"5";"3";"4";"3";"4";"2";"2";"4";"1";"3";"1";"3";"2";"5";"4"
"373";"1";"2";"2";"3";"4";"5";"2";"4";"2";"4";"4";"2";"4";"1";"4";"5";"5";"4";"5";"4";"3";"2";"5";"4";"5";"4";"4";"2";"2";"4";"2";"4";"3";"4";"2";"4";"2";"4";"2";"2";"4";"4";"4";"3";"2";"4";"4";"3";"2";"5"
"374";"2";"5";"2";"1";"2";"2";"1";"3";"5";"4";"1";"5";"1";"5";"1";"1";"1";"1";"1";"1";"5";"2";"4";"1";"4";"1";"5";"1";"1";"2";"5";"1";"5";"1";"4";"1";"5";"2";"4";"5";"5";"1";"5";"1";"5";"1";"5";"5";"5";"5"
"375";"1";"2";"4";"4";"4";"2";"2";"4";"2";"2";"4";"4";"4";"3";"2";"3";"3";"3";"4";"2";"3";"4";"4";"2";"4";"2";"4";"3";"2";"3";"4";"2";"4";"2";"4";"2";"4";"3";"5";"5";"5";"2";"4";"2";"4";"2";"4";"4";"4";"4"
"376";"4";"2";"3";"2";"3";"2";"4";"2";"4";"4";"2";"4";"4";"2";"3";"3";"4";"3";"4";"4";"4";"4";"4";"3";"3";"4";"2";"2";"3";"4";"1";"5";"4";"4";"3";"4";"2";"4";"1";"2";"4";"3";"5";"2";"5";"1";"5";"4";"5";"5"
"377";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL"
"378";"5";"2";"4";"3";"4";"3";"4";"2";"5";"3";"4";"5";"4";"4";"4";"4";"5";"5";"5";"2";"4";"5";"5";"4";"3";"4";"2";"5";"4";"5";"4";"5";"4";"4";"5";"4";"4";"2";"2";"5";"5";"3";"5";"1";"4";"2";"5";"4";"2";"5"
"379";"2";"4";"2";"4";"2";"4";"1";"2";"2";"5";"5";"1";"5";"4";"4";"4";"4";"4";"4";"4";"1";"4";"1";"4";"2";"4";"1";"4";"4";"2";"2";"2";"4";"4";"1";"2";"4";"4";"2";"4";"4";"1";"4";"1";"2";"2";"4";"4";"4";"4"
"380";"3";"3";"3";"3";"3";"2";"2";"4";"4";"4";"2";"4";"2";"4";"3";"3";"3";"2";"3";"2";"2";"4";"2";"5";"1";"4";"2";"3";"4";"4";"2";"1";"4";"1";"2";"2";"3";"4";"3";"3";"4";"1";"4";"2";"3";"2";"4";"2";"4";"3"
"381";"1";"4";"3";"4";"2";"3";"1";"4";"3";"4";"3";"4";"3";"2";"3";"4";"2";"2";"4";"3";"1";"5";"2";"5";"1";"4";"1";"4";"5";"4";"5";"4";"5";"2";"2";"2";"4";"3";"3";"4";"5";"1";"5";"2";"3";"1";"5";"3";"5";"3"
"382";"1";"1";"5";"4";"5";"2";"4";"5";"2";"2";"5";"2";"5";"1";"2";"4";"4";"4";"2";"5";"1";"5";"4";"5";"1";"5";"1";"5";"5";"5";"3";"4";"5";"2";"2";"2";"4";"3";"4";"5";"4";"1";"5";"1";"5";"1";"5";"4";"5";"5"
"383";"1";"5";"1";"5";"1";"5";"1";"5";"1";"5";"2";"5";"5";"5";"1";"1";"1";"1";"1";"1";"4";"1";"3";"2";"3";"1";"5";"1";"1";"2";"5";"2";"5";"1";"5";"4";"2";"1";"4";"5";"5";"1";"5";"1";"2";"1";"5";"4";"5";"4"
"384";"3";"5";"3";"5";"3";"3";"3";"5";"3";"3";"5";"1";"5";"3";"5";"3";"1";"3";"3";"3";"5";"3";"1";"5";"1";"5";"1";"5";"5";"3";"3";"3";"5";"5";"3";"5";"3";"3";"1";"5";"5";"5";"5";"1";"5";"1";"3";"5";"3";"5"
"385";"3";"3";"3";"4";"3";"2";"3";"4";"3";"4";"2";"4";"4";"4";"3";"3";"3";"3";"2";"1";"2";"5";"2";"5";"1";"3";"2";"4";"4";"3";"4";"5";"4";"3";"2";"4";"3";"3";"3";"3";"3";"1";"3";"2";"3";"2";"5";"2";"4";"3"
"386";"5";"2";"5";"1";"5";"1";"5";"3";"5";"2";"1";"5";"1";"5";"1";"1";"2";"1";"3";"1";"1";"4";"1";"4";"1";"5";"2";"4";"4";"5";"4";"4";"2";"1";"2";"4";"4";"2";"3";"4";"5";"1";"5";"1";"5";"1";"5";"4";"4";"5"
"387";"1";"1";"5";"3";"5";"1";"5";"5";"1";"1";"5";"1";"5";"1";"1";"5";"5";"5";"5";"5";"1";"5";"1";"5";"1";"5";"1";"5";"5";"5";"1";"1";"5";"1";"1";"1";"5";"1";"5";"5";"5";"1";"5";"5";"5";"1";"5";"5";"5";"5"
"388";"4";"2";"4";"5";"4";"2";"5";"1";"3";"3";"1";"5";"5";"1";"1";"1";"3";"2";"2";"3";"1";"5";"1";"5";"2";"5";"1";"5";"5";"5";"1";"5";"1";"5";"1";"5";"2";"5";"1";"1";"4";"3";"5";"1";"3";"1";"0";"4";"5";"4"
"389";"1";"3";"2";"2";"3";"1";"2";"4";"3";"4";"2";"3";"4";"3";"1";"1";"1";"1";"1";"3";"2";"5";"1";"4";"2";"3";"2";"3";"4";"2";"4";"2";"4";"1";"3";"2";"5";"1";"5";"1";"5";"1";"5";"1";"5";"1";"5";"5";"5";"5"
"390";"3";"1";"4";"1";"4";"1";"5";"2";"3";"2";"2";"3";"3";"3";"1";"1";"1";"1";"2";"2";"3";"4";"1";"5";"1";"3";"1";"3";"4";"3";"4";"1";"4";"2";"2";"1";"2";"2";"3";"3";"4";"2";"3";"1";"3";"1";"3";"3";"2";"3"
"391";"2";"4";"3";"5";"2";"3";"1";"4";"2";"4";"4";"2";"5";"2";"3";"3";"2";"2";"3";"4";"2";"3";"1";"4";"3";"2";"3";"3";"4";"2";"1";"5";"5";"3";"2";"4";"3";"3";"2";"3";"3";"1";"4";"1";"4";"2";"5";"1";"5";"3"
"392";"4";"2";"4";"2";"4";"2";"4";"3";"4";"2";"2";"3";"3";"3";"3";"2";"2";"1";"4";"2";"1";"5";"3";"4";"1";"3";"1";"3";"3";"3";"3";"5";"2";"3";"3";"2";"4";"3";"3";"3";"5";"2";"5";"1";"3";"1";"4";"5";"5";"4"
"393";"3";"4";"3";"3";"4";"3";"3";"3";"3";"4";"5";"2";"5";"2";"3";"3";"4";"4";"3";"2";"5";"5";"2";"5";"2";"5";"1";"4";"3";"3";"3";"3";"3";"1";"2";"2";"3";"3";"1";"3";"2";"3";"4";"3";"3";"3";"3";"2";"4";"4"
"394";"4";"1";"5";"1";"5";"1";"5";"5";"4";"1";"1";"4";"2";"3";"1";"1";"1";"1";"1";"1";"1";"5";"1";"5";"2";"5";"1";"5";"4";"5";"1";"4";"1";"1";"1";"4";"1";"2";"1";"2";"4";"2";"5";"1";"5";"1";"5";"4";"5";"5"
"395";"2";"1";"4";"2";"3";"1";"2";"5";"3";"4";"3";"2";"4";"2";"3";"4";"4";"4";"4";"1";"1";"5";"4";"4";"1";"4";"1";"5";"4";"3";"4";"2";"4";"2";"1";"4";"3";"3";"4";"3";"1";"1";"4";"2";"4";"1";"4";"1";"4";"4"
"396";"3";"2";"5";"3";"4";"2";"4";"3";"1";"2";"3";"4";"3";"3";"2";"2";"2";"2";"3";"2";"1";"4";"3";"4";"2";"4";"2";"4";"3";"4";"4";"3";"4";"2";"2";"2";"3";"3";"3";"4";"4";"2";"4";"3";"3";"2";"4";"4";"4";"3"
"397";"1";"5";"1";"5";"1";"2";"1";"5";"1";"5";"5";"3";"5";"5";"5";"5";"5";"5";"5";"5";"3";"3";"1";"4";"3";"4";"3";"3";"4";"2";"1";"4";"4";"3";"1";"5";"2";"5";"1";"1";"5";"2";"5";"1";"4";"1";"5";"5";"5";"5"
"398";"1";"3";"2";"4";"2";"2";"1";"3";"2";"5";"4";"3";"4";"1";"4";"4";"4";"4";"4";"5";"2";"4";"1";"5";"1";"5";"1";"5";"5";"5";"4";"3";"4";"3";"4";"3";"4";"1";"4";"4";"5";"2";"4";"1";"4";"1";"4";"5";"5";"4"
"399";"3";"1";"5";"2";"5";"1";"4";"2";"4";"3";"4";"2";"4";"5";"2";"2";"1";"1";"1";"1";"1";"5";"1";"5";"1";"5";"1";"5";"5";"5";"5";"1";"5";"1";"4";"1";"5";"1";"5";"4";"5";"2";"5";"2";"5";"1";"5";"4";"5";"5"
"400";"3";"2";"5";"2";"5";"2";"4";"3";"3";"2";"3";"3";"4";"3";"3";"3";"2";"3";"4";"2";"1";"5";"2";"5";"1";"4";"1";"2";"5";"4";"3";"3";"4";"3";"4";"4";"4";"2";"3";"4";"4";"2";"3";"2";"3";"1";"4";"3";"4";"3"
"401";"1";"5";"5";"5";"5";"5";"3";"5";"1";"5";"5";"1";"5";"3";"3";"0";"1";"3";"1";"3";"1";"5";"1";"5";"1";"5";"1";"5";"5";"5";"5";"1";"5";"1";"5";"1";"5";"1";"5";"5";"5";"1";"1";"1";"5";"3";"5";"5";"5";"5"
"402";"1";"5";"1";"3";"1";"1";"1";"4";"1";"5";"4";"3";"4";"1";"2";"3";"1";"1";"2";"5";"4";"4";"4";"1";"1";"1";"2";"2";"1";"2";"3";"3";"4";"2";"3";"4";"4";"2";"3";"5";"5";"1";"5";"1";"4";"1";"5";"5";"4";"5"
"403";"1";"4";"3";"4";"3";"2";"1";"4";"2";"4";"4";"4";"4";"4";"4";"4";"2";"2";"3";"2";"1";"5";"3";"5";"2";"4";"2";"4";"5";"4";"2";"2";"1";"2";"4";"3";"4";"2";"3";"3";"5";"2";"4";"2";"3";"2";"4";"3";"5";"4"
"404";"1";"3";"3";"1";"2";"4";"2";"2";"4";"4";"2";"4";"4";"2";"3";"4";"4";"4";"4";"3";"4";"5";"2";"2";"2";"2";"2";"2";"2";"3";"3";"4";"2";"3";"1";"4";"4";"3";"2";"3";"3";"1";"4";"1";"5";"1";"5";"4";"5";"5"
"405";"4";"1";"5";"2";"5";"2";"5";"3";"3";"3";"5";"2";"5";"3";"4";"4";"3";"3";"4";"3";"5";"5";"1";"5";"2";"4";"2";"4";"4";"3";"3";"5";"3";"3";"3";"3";"5";"5";"3";"2";"4";"3";"4";"3";"3";"3";"4";"3";"4";"5"
"406";"1";"5";"5";"5";"1";"5";"1";"5";"1";"5";"5";"3";"3";"1";"1";"5";"3";"1";"4";"1";"5";"1";"1";"1";"5";"5";"5";"1";"1";"1";"3";"2";"5";"1";"3";"5";"5";"3";"5";"5";"1";"1";"5";"1";"5";"1";"5";"1";"3";"5"
"407";"1";"4";"4";"4";"4";"2";"1";"5";"1";"4";"4";"3";"4";"2";"3";"4";"5";"4";"2";"4";"1";"5";"1";"5";"1";"5";"4";"5";"5";"4";"4";"2";"5";"1";"4";"1";"5";"4";"5";"5";"5";"1";"3";"1";"5";"2";"5";"5";"5";"5"
"408";"3";"2";"4";"2";"3";"1";"4";"2";"4";"2";"1";"2";"1";"5";"1";"1";"1";"1";"1";"1";"4";"2";"2";"2";"4";"1";"3";"2";"4";"4";"5";"1";"5";"1";"4";"1";"4";"1";"5";"5";"4";"1";"5";"1";"5";"1";"5";"3";"4";"4"
"409";"1";"5";"2";"5";"2";"5";"1";"1";"1";"5";"5";"1";"5";"1";"1";"5";"5";"3";"5";"4";"4";"3";"5";"3";"5";"3";"3";"2";"2";"2";"3";"5";"5";"5";"2";"3";"5";"4";"3";"3";"4";"3";"5";"4";"1";"1";"3";"0";"5";"5"
"410";"2";"3";"2";"4";"2";"3";"2";"5";"2";"4";"4";"2";"4";"3";"2";"2";"2";"2";"2";"2";"2";"3";"2";"4";"2";"2";"4";"4";"4";"3";"4";"3";"4";"3";"2";"1";"5";"2";"4";"3";"3";"4";"2";"4";"3";"4";"4";"3";"4";"2"
"411";"4";"1";"5";"1";"5";"1";"3";"2";"4";"2";"3";"2";"3";"4";"2";"2";"2";"2";"2";"2";"1";"5";"2";"5";"1";"4";"1";"3";"3";"4";"2";"5";"2";"4";"1";"5";"2";"2";"4";"3";"2";"3";"4";"1";"4";"1";"3";"3";"4";"5"
"412";"3";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"5";"4";"3";"3";"3";"5";"1";"3";"2";"2";"4";"3";"4";"1";"5";"1";"4";"4";"5";"4";"4";"2";"3";"1";"4";"2";"3";"4";"3";"4";"4";"4";"1";"3";"1";"4";"2";"4";"3"
"413";"3";"2";"4";"4";"4";"1";"3";"3";"5";"5";"1";"5";"5";"1";"1";"1";"3";"4";"1";"4";"5";"5";"4";"5";"1";"4";"1";"0";"5";"4";"1";"5";"4";"5";"1";"5";"2";"5";"1";"2";"4";"1";"5";"1";"3";"1";"3";"4";"5";"4"
"414";"4";"3";"4";"3";"4";"3";"5";"4";"2";"3";"3";"4";"4";"3";"2";"1";"3";"4";"3";"3";"5";"5";"2";"5";"2";"5";"1";"3";"2";"4";"2";"5";"3";"3";"3";"3";"3";"3";"1";"2";"3";"4";"3";"4";"2";"3";"3";"2";"2";"3"
"415";"2";"2";"4";"4";"4";"2";"3";"2";"3";"4";"5";"3";"5";"2";"4";"4";"3";"4";"3";"4";"1";"5";"1";"5";"2";"5";"2";"4";"5";"4";"4";"3";"3";"3";"3";"3";"4";"2";"4";"3";"5";"2";"4";"2";"5";"2";"4";"0";"4";"5"
"416";"5";"1";"5";"2";"5";"1";"4";"2";"4";"2";"2";"4";"4";"1";"2";"2";"2";"2";"2";"2";"1";"4";"2";"5";"1";"4";"2";"4";"4";"5";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"5";"1";"2";"1";"3";"4";"3";"3";"4";"3"
"417";"1";"2";"4";"5";"2";"2";"2";"1";"1";"4";"4";"3";"4";"2";"4";"2";"3";"3";"4";"4";"1";"4";"2";"5";"1";"5";"1";"4";"5";"5";"3";"5";"2";"5";"1";"4";"3";"4";"3";"2";"0";"1";"5";"1";"4";"2";"4";"5";"5";"4"
"418";"1";"4";"4";"4";"2";"4";"1";"4";"2";"5";"1";"5";"2";"5";"1";"2";"1";"1";"4";"1";"2";"3";"1";"3";"2";"2";"2";"2";"2";"3";"5";"4";"3";"1";"4";"2";"5";"1";"4";"3";"1";"1";"1";"5";"2";"5";"4";"1";"2";"1"
"419";"1";"5";"1";"3";"1";"3";"1";"1";"1";"5";"1";"5";"3";"1";"1";"2";"5";"5";"3";"5";"1";"3";"1";"5";"3";"3";"3";"3";"5";"3";"5";"5";"5";"5";"1";"5";"1";"5";"1";"3";"5";"1";"5";"1";"4";"1";"5";"3";"5";"5"
"420";"2";"2";"4";"3";"4";"1";"2";"2";"2";"4";"2";"2";"4";"2";"2";"3";"1";"2";"1";"1";"1";"5";"1";"5";"1";"5";"1";"5";"5";"5";"5";"2";"5";"1";"5";"1";"5";"1";"5";"5";"5";"1";"5";"1";"4";"2";"4";"4";"4";"4"
"421";"3";"3";"2";"3";"3";"3";"2";"3";"5";"3";"2";"3";"2";"4";"2";"1";"2";"2";"4";"2";"4";"4";"4";"1";"5";"1";"4";"2";"1";"2";"3";"3";"4";"3";"3";"2";"3";"2";"3";"3";"4";"2";"4";"3";"4";"1";"4";"5";"3";"4"
"422";"2";"3";"3";"0";"3";"2";"2";"5";"1";"4";"3";"2";"4";"4";"4";"3";"3";"2";"2";"2";"4";"5";"4";"4";"2";"1";"2";"3";"2";"5";"4";"1";"5";"1";"4";"1";"4";"2";"4";"4";"4";"5";"4";"1";"5";"0";"5";"4";"4";"5"
"423";"4";"3";"4";"2";"3";"3";"2";"3";"3";"4";"4";"3";"5";"2";"3";"3";"3";"2";"4";"2";"2";"4";"1";"4";"3";"4";"2";"3";"2";"3";"3";"4";"4";"4";"2";"4";"3";"4";"3";"4";"5";"2";"4";"2";"3";"2";"4";"4";"5";"3"
"424";"2";"2";"3";"2";"4";"2";"2";"4";"4";"2";"2";"2";"4";"4";"1";"2";"2";"1";"2";"2";"2";"4";"2";"4";"2";"4";"2";"4";"2";"4";"5";"2";"4";"1";"4";"2";"5";"1";"4";"4";"4";"1";"4";"1";"4";"1";"4";"2";"4";"4"
"425";"1";"1";"4";"2";"4";"3";"4";"4";"2";"5";"4";"2";"5";"2";"3";"4";"2";"1";"2";"1";"1";"5";"1";"5";"2";"4";"1";"5";"5";"4";"5";"4";"5";"2";"4";"4";"3";"3";"5";"3";"2";"2";"5";"1";"4";"1";"4";"1";"5";"5"
"426";"1";"4";"3";"4";"1";"2";"2";"1";"1";"5";"5";"2";"5";"2";"2";"3";"3";"1";"4";"4";"1";"3";"4";"5";"1";"4";"4";"4";"4";"1";"4";"4";"5";"1";"3";"3";"5";"1";"5";"5";"5";"1";"4";"1";"4";"2";"5";"5";"5";"3"
"427";"5";"2";"2";"3";"1";"1";"3";"3";"2";"2";"3";"3";"3";"3";"1";"1";"5";"4";"3";"2";"4";"3";"2";"3";"3";"5";"2";"4";"3";"1";"3";"3";"3";"1";"3";"3";"1";"3";"2";"4";"3";"3";"3";"3";"3";"1";"5";"3";"2";"5"
